K_mean,Linf_H,yef,bet1,bet2,ppt,osp,ple1,ple2,stn1,stn2,stn3,stn4,stn5,,,
0.12629339,43.57068997,0.143383895,1.094014384,0.360183519,-0.312989785,0.093737217,-0.075631638,-0.112653826,0.082763355,-0.36618547,0.57846748,-0.054126489,0.071093523,,,
0.459727617,61.53083972,0.15376116,1.297652951,0.364524659,-0.339346398,0.1030947,-0.064902634,-0.112510448,0.080124848,-0.351308392,0.525384512,-0.072954896,0.069997066,,,
0.212449945,151.4827519,0.14524791,1.223629714,0.39996664,-0.395059715,0.093465998,-0.058974146,-0.127364826,0.105202013,-0.325639725,0.449846809,-0.068997586,0.078032202,,,
0.095180411,88.05236105,0.129324992,0.987783827,0.392571507,-0.370872299,0.103887827,-0.061886185,-0.109518012,0.10951967,-0.315445315,0.63824119,-0.013912791,0.095780163,,,
0.202599528,30.6935781,0.113786617,1.343448955,0.357944185,-0.363553763,0.109246841,-0.062255521,-0.121306471,0.097962455,-0.357988486,0.412855763,-0.066435507,0.101194725,,,
0.379749983,64.41928305,0.145184411,1.20271153,0.369646787,-0.388127189,0.115214583,-0.038256018,-0.087223592,0.111480809,-0.39287718,0.584357848,-0.126741977,0.095903791,,,
0.34517712,53.27156917,0.16209878,1.536690598,0.385365633,-0.4021135,0.106957688,-0.050573232,-0.110901867,0.107027312,-0.36094228,0.673028054,-0.013715117,0.122488103,,,
0.378627503,57.02400539,0.149626424,1.412131165,0.364255669,-0.37685404,0.092648329,-0.071546011,-0.104946385,0.105646656,-0.347498485,0.383981094,-0.079197985,0.134803159,,,
0.177564996,36.29226312,0.139728548,1.221366919,0.370396582,-0.346215375,0.09673046,-0.072298616,-0.134334091,0.111763935,-0.296699531,0.498267315,-0.113336608,0.104424749,,,
0.364980416,29.44497248,0.158773284,1.445629265,0.372037044,-0.339329835,0.097257859,-0.051018892,-0.112796775,0.100407769,-0.279021405,0.393903788,-0.091964304,0.10061552,,,
0.081436237,51.67675715,0.152288704,1.330689549,0.395714027,-0.379189624,0.083605881,-0.067361271,-0.147252804,0.093806412,-0.329960164,0.555487566,-0.104205532,0.085415704,,,
0.455798088,53.11738912,0.172268441,0.981199666,0.39007299,-0.306533897,0.103316212,-0.065419078,-0.152603649,0.106100099,-0.270198118,0.344756503,-0.057543535,0.056720585,,,
0.048397509,36.09154966,0.17880055,1.413258746,0.382703348,-0.316581478,0.094215421,-0.057299252,-0.128630492,0.072092486,-0.332386711,0.37468532,-0.018654442,0.056957476,,,
0.132472933,77.49294693,0.172863134,1.186199904,0.371225284,-0.347634309,0.101772745,-0.05386347,-0.154715134,0.093637672,-0.282852993,0.358639235,-0.036007465,0.040349094,,,
0.106148202,37.5183122,0.181230393,1.199804094,0.376874747,-0.392419904,0.113800327,-0.058533083,-0.125359204,0.089960952,-0.30963054,0.389609067,-0.03351981,0.049387037,,,
0.018383725,52.87921724,0.186670072,1.164354966,0.37268446,-0.377601979,0.105873545,-0.045695789,-0.11689069,0.109129136,-0.311837441,0.607861674,-0.08974095,0.100282266,,,
0.055782869,40.62066974,0.19141298,1.540492752,0.403103779,-0.419055085,0.119309683,-0.065753594,-0.116160432,0.117017119,-0.393259607,0.694458047,-0.074004757,0.101549614,,,
0.360549,43.42984039,0.195024867,1.476178597,0.395300678,-0.404702852,0.124831598,-0.076046149,-0.119050945,0.091101632,-0.460139435,0.486668464,-0.083534163,0.06811583,,,
0.254186848,66.09390062,0.187773583,1.055197877,0.417257615,-0.376296326,0.119398483,-0.065711725,-0.122450575,0.112741551,-0.254955171,0.468404531,-0.045308889,0.095067961,,,
0.274677666,68.30441956,0.184953366,1.318292062,0.382391553,-0.391882833,0.113645771,-0.074594204,-0.129279643,0.117014928,-0.37709736,0.754165145,-0.05438581,0.060715037,,,
0.310517577,42.14518989,0.201288844,1.151555195,0.357188893,-0.379152081,0.12269154,-0.081218709,-0.096154309,0.104675087,-0.412580418,0.18945112,-0.04509931,0.096757581,,,
0.092490518,47.01555529,0.194848042,1.3457757,0.386070687,-0.390179917,0.12683239,-0.084775806,-0.108250949,0.111484754,-0.373748164,0.525632273,-0.077292115,0.105839706,,,
0.35303625,107.3567181,0.192964706,0.938444721,0.362070808,-0.345687177,0.108899466,-0.066652599,-0.115290801,0.107082933,-0.255439519,0.417158536,-0.047965937,0.112466331,,,
0.21336879,51.03121609,0.190089137,1.106006792,0.3772517,-0.298713651,0.106150475,-0.062824028,-0.101481066,0.081050356,-0.411172661,0.435004734,-0.038629716,0.081894127,,,
0.355946767,66.22449908,0.15505257,1.243627251,0.357840601,-0.257300935,0.081711187,-0.066551926,-0.09834446,0.100466946,-0.355257672,0.478012274,-0.063672408,0.091652941,,,
0.550458546,55.99514939,0.145665704,1.010074807,0.39255294,-0.284524046,0.089061402,-0.050377575,-0.129835847,0.109584854,-0.340182749,0.493743946,-0.100964042,0.084104782,,,
0.163566815,67.01108631,0.145745234,1.193461972,0.364784623,-0.299103229,0.106306337,-0.067954702,-0.119422627,0.125461071,-0.411572632,0.409630879,-0.064341652,0.058914008,,,
0.280735281,59.65227403,0.15118871,1.216522591,0.390432999,-0.249358633,0.087735419,-0.060034424,-0.139418936,0.112098261,-0.347719805,0.377970572,-0.035809967,0.063824722,,,
0.153150456,108.4739106,0.160341451,1.023324649,0.43845077,-0.218881399,0.092769974,-0.054860089,-0.143921974,0.111848056,-0.339653444,0.55023832,-0.0256758,0.051953315,,,
0.114905232,34.88695226,0.149255497,1.025939534,0.378205455,-0.195673015,0.085587581,-0.059883098,-0.141153632,0.100098802,-0.36163429,0.415167472,-0.029188752,0.05509823,,,
0.1757095,87.24727784,0.157234221,0.921319836,0.395929127,-0.19485779,0.084207891,-0.050796832,-0.153612845,0.103089828,-0.339062661,0.477336305,-0.062903553,0.075973385,,,
0.241962667,47.70353433,0.183172257,0.920677937,0.383179268,-0.221839022,0.085850271,-0.047692479,-0.143968883,0.079607596,-0.350824754,0.33378512,-0.021904306,0.068305535,,,
0.15440845,51.30931599,0.185441969,1.160055974,0.405510487,-0.175759728,0.081441604,-0.050493361,-0.146063671,0.072267253,-0.41966692,0.405068714,-0.020378157,0.061982894,,,
0.349694417,67.20136442,0.177112897,0.995060404,0.393985803,-0.095146651,0.076671333,-0.064731623,-0.139045229,0.091541227,-0.331396122,0.331154183,-0.063675349,0.048753018,,,
0.166902376,42.63843498,0.186140039,1.031189558,0.439861108,-0.100415781,0.094453779,-0.076446824,-0.139103816,0.108375254,-0.354485345,0.402969592,-0.043778187,0.069090164,,,
0.253692676,114.5672385,0.163983014,1.0593564,0.433084295,-0.054973452,0.100590341,-0.075657922,-0.152475816,0.124461336,-0.327905628,0.350635083,-0.013494315,0.061219186,,,
0.668927218,59.50352061,0.173159607,1.108007785,0.422563592,-0.03683689,0.102838444,-0.069249245,-0.111114029,0.108008308,-0.242146182,0.540586985,0.025604167,0.103346814,,,
0.164132863,63.85239475,0.156776855,0.89817486,0.415002319,-0.063242374,0.108122852,-0.067050703,-0.126733974,0.105680208,-0.299032875,0.538686516,-0.033811074,0.090354618,,,
0.103165976,69.90242451,0.149277055,0.867730267,0.39208018,-0.096245919,0.096974473,-0.07497662,-0.165006607,0.101650217,-0.379331965,0.089102628,0.00321943,0.069656073,,,
0.218119704,54.3304096,0.154302991,0.848622652,0.390098427,-0.120274575,0.103093285,-0.067760294,-0.126428176,0.12747476,-0.294490575,0.412732574,-0.027444748,0.092503123,,,
0.113984992,83.42907306,0.146897751,0.626756725,0.443499228,-0.137711451,0.12097013,-0.072375684,-0.13232573,0.103725902,-0.370680264,0.207159052,-0.02896865,0.086263297,,,
0.275050509,57.8336933,0.142182642,1.088762806,0.35892077,-0.095031315,0.141004257,-0.068669213,-0.111975767,0.094052747,-0.344929747,0.510349646,-0.066775227,0.071122801,,,
0.433068506,51.34629585,0.140534905,1.394598869,0.334768348,-0.075046335,0.181126667,-0.064635556,-0.137550345,0.116641659,-0.289761983,0.478340214,-0.066821882,0.050656596,,,
0.128601258,62.65146726,0.135515798,0.965430329,0.374546733,-0.095901519,0.169035533,-0.063448399,-0.136850737,0.119953295,-0.364217749,0.352875877,-0.083218765,0.066736798,,,
0.149223911,54.6197852,0.136795613,0.95296213,0.346363633,-0.113384427,0.157655936,-0.066350385,-0.148636373,0.09107265,-0.306769987,0.389411076,-0.098073408,0.026160807,,,
0.533783233,90.43774946,0.152488036,0.970606462,0.378743363,-0.123408437,0.166063284,-0.080498226,-0.154640945,0.099772949,-0.308231021,0.424931523,-0.0307412,0.054715826,,,
0.130171176,80.69094687,0.15757416,0.845594258,0.343579653,-0.108462584,0.163902842,-0.06904884,-0.156857638,0.090744298,-0.359958671,0.299081351,-0.054445668,0.041609111,,,
0.085442848,45.41488512,0.164976439,0.785703454,0.345622936,-0.12064257,0.172148801,-0.063277823,-0.125037109,0.094945292,-0.356573367,0.229671983,-0.087044906,0.054535788,,,
0.431848362,50.45262782,0.171232961,1.275215103,0.344254318,-0.197254226,0.152586311,-0.066646779,-0.11359958,0.097117015,-0.335903532,0.470314555,-0.043895364,0.075356932,,,
0.143232391,63.69351104,0.175392445,1.431929235,0.348385124,-0.206300011,0.150510109,-0.067596044,-0.100849601,0.083043895,-0.377305541,0.485674449,-0.061614876,0.091267658,,,
0.052395754,85.94951552,0.169604612,1.081128155,0.365967354,-0.219530425,0.142586679,-0.056510166,-0.117011498,0.096067682,-0.322514524,0.561726899,-0.006433133,0.061242561,,,
0.095237137,73.32649341,0.170572314,1.326421859,0.414586044,-0.274597817,0.124074015,-0.054164089,-0.137844341,0.081505195,-0.267518516,0.389882046,-0.043666924,0.053713065,,,
0.214596783,67.06604506,0.151054088,0.999564985,0.376116044,-0.254297577,0.117685924,-0.055896208,-0.147963685,0.114739838,-0.254755382,0.419341892,-0.029542263,0.066868248,,,
0.046078193,28.6058343,0.155046877,1.202833354,0.379636992,-0.215937704,0.12366452,-0.061284082,-0.162466564,0.127469761,-0.258325421,0.418695111,-0.068915687,0.077067007,,,
0.071093913,59.9715646,0.151149935,0.837281109,0.36111003,-0.240807877,0.118122189,-0.04026343,-0.138040218,0.127910566,-0.257614632,0.52854866,-0.036899534,0.064647166,,,
0.535169489,60.41502143,0.152420219,1.602890383,0.373728616,-0.265409047,0.098240739,-0.061281118,-0.12220848,0.148314267,-0.348120595,0.585776147,0.006855877,0.098607398,,,
0.304428067,33.05938657,0.13921121,0.888420212,0.400021638,-0.262815641,0.100307533,-0.043763712,-0.135863217,0.132444406,-0.338557924,0.350131888,-0.030630005,0.099745392,,,
0.019756224,61.07110311,0.137203358,1.378791378,0.411505582,-0.301504172,0.122929847,-0.054499592,-0.137421069,0.116856656,-0.325367485,0.552099386,-0.071229101,0.088290534,,,
0.44332744,62.28865718,0.123593441,1.363375276,0.386181972,-0.307410108,0.132237127,-0.049425506,-0.128049539,0.130671241,-0.304651238,0.433858233,-0.003410336,0.110179948,,,
0.548589981,50.1404488,0.137128423,1.364248335,0.394656007,-0.330882892,0.148346225,-0.059018491,-0.119985184,0.112837953,-0.393709993,0.572222234,-0.017516139,0.106174919,,,
0.068331056,59.9939379,0.11996343,1.340677462,0.352892791,-0.401848041,0.157837738,-0.055304831,-0.114514424,0.129499058,-0.321531091,0.394603732,-0.000841023,0.087991032,,,
0.158122476,67.98186761,0.113400825,1.267365313,0.359854105,-0.481529705,0.149769748,-0.059279633,-0.110402676,0.118367291,-0.314056615,0.349049743,-0.006659231,0.093291201,,,
0.487948124,88.64917265,0.1363394,1.12987089,0.368927745,-0.387290836,0.14357187,-0.037893605,-0.101204095,0.104311537,-0.347358323,0.467190565,-0.041588341,0.118618413,,,
0.233779666,55.01339687,0.147501433,1.067153991,0.381688578,-0.410753756,0.177773286,-0.050156857,-0.110712137,0.110062507,-0.262019643,0.333771187,0.002886491,0.078517727,,,
0.329135767,43.36208679,0.149196256,1.315397002,0.386932805,-0.381872324,0.217305237,-0.063173695,-0.11412888,0.107917213,-0.283251855,0.44374939,-0.052328082,0.083841946,,,
0.111968067,53.44118376,0.130736313,1.209751765,0.358943144,-0.396483872,0.183776757,-0.061556412,-0.120621978,0.07371621,-0.370210245,0.266023464,-0.096202523,0.083759608,,,
0.039141513,98.29590516,0.132157414,1.084521563,0.373689539,-0.337586612,0.161851676,-0.040942107,-0.123750146,0.073463327,-0.342778437,0.393314495,-0.048220567,0.08921435,,,
0.231678716,84.32412344,0.135517705,1.041565215,0.38662942,-0.348257768,0.175709755,-0.039823443,-0.122740485,0.074015339,-0.306306749,0.495603475,-0.024725592,0.081357389,,,
0.36886197,29.96674564,0.126140985,1.107733293,0.405747453,-0.341071168,0.169424713,-0.039310369,-0.104325056,0.099116745,-0.427891745,0.398092646,0.10109746,0.08382526,,,
0.063345122,107.5460038,0.12455203,1.230157304,0.36785888,-0.350694792,0.172159985,-0.069698006,-0.095922396,0.087887898,-0.269799339,0.594739711,-0.009969664,0.076723447,,,
0.08995113,64.61494288,0.120844012,1.006616507,0.354779894,-0.311410791,0.182807752,-0.059541237,-0.079745807,0.086434911,-0.415634358,0.40519524,-0.091636554,0.048339023,,,
0.488448043,49.62142652,0.125741438,1.554536264,0.360010895,-0.343967507,0.161478889,-0.066314116,-0.080751241,0.087731144,-0.39949638,0.344640663,-0.063348145,0.059019332,,,
0.43469869,82.01486925,0.139193071,1.11005971,0.406141725,-0.323206691,0.19668313,-0.04882128,-0.090216926,0.080515687,-0.344957769,0.61703566,-0.060747392,0.083391659,,,
0.042970914,42.78508265,0.133688756,1.044809951,0.383460723,-0.322835357,0.19120909,-0.047701828,-0.11294799,0.107071899,-0.295346394,0.407629821,-0.041917564,0.048557559,,,
0.400544312,89.09545833,0.140754455,1.283537395,0.397460533,-0.297896935,0.196462469,-0.066511731,-0.101581667,0.111017086,-0.428392624,0.744984652,-0.083016032,0.057846019,,,
0.071762283,56.92626681,0.132219098,1.751510642,0.374064032,-0.300395002,0.211387734,-0.051176703,-0.122589233,0.092623421,-0.342297406,0.569778609,-0.047020675,0.072024023,,,
0.285488492,108.0766726,0.118922861,1.392849744,0.367077731,-0.317706968,0.181571189,-0.061204747,-0.116749809,0.114104987,-0.298230654,0.262055344,-0.08730889,0.082679033,,,
0.235050918,59.05614541,0.130416722,1.606238836,0.414028972,-0.333874099,0.182257754,-0.038676066,-0.109183448,0.116930234,-0.33880538,0.394832375,-0.056066829,0.078730323,,,
0.242595454,44.34514792,0.146469852,1.300994846,0.392736108,-0.313724428,0.200470595,-0.053408615,-0.123530708,0.111702394,-0.328727848,0.487407064,-0.087630165,0.085780905,,,
0.421371008,54.45206255,0.142640598,1.3125988,0.40246217,-0.290814692,0.212524736,-0.056270727,-0.116981069,0.11660274,-0.338630089,0.366283875,-0.042249757,0.100205666,,,
0.44035556,64.53857572,0.136273076,1.164042222,0.334816393,-0.257371285,0.209965284,-0.07046325,-0.123043403,0.120084256,-0.35907378,0.450793266,-0.074698171,0.113466143,,,
0.450147548,67.18851837,0.119095922,0.904715923,0.374812925,-0.246689768,0.195333028,-0.062727545,-0.11553909,0.113321328,-0.300809524,0.5582704,-0.071991113,0.08459168,,,
0.171796307,54.90723718,0.098537795,0.879959388,0.354524257,-0.251723194,0.192666214,-0.059257641,-0.128272429,0.099520095,-0.332445465,0.23263103,-0.03708384,0.096176546,,,
0.299766807,96.42980638,0.095694155,0.812443817,0.41037928,-0.216695837,0.209368007,-0.041734539,-0.121281996,0.130684146,-0.351396747,0.523122844,-0.048483121,0.098330676,,,
0.734986205,73.32982826,0.095120852,0.863099175,0.383963162,-0.259479104,0.227604595,-0.061079779,-0.147201583,0.126418498,-0.307143832,0.532944957,-0.045814122,0.064126769,,,
0.567730935,61.78905242,0.098959703,1.239435678,0.37147245,-0.297088042,0.245892407,-0.074593775,-0.114733089,0.13223242,-0.300385749,0.40274044,-0.006411541,0.07171697,,,
0.500800635,128.1006668,0.112305232,1.140859445,0.334086903,-0.297303239,0.240545326,-0.061632957,-0.120830768,0.117699958,-0.332440956,0.346642414,-0.040108354,0.095341297,,,
0.501145886,45.28676925,0.111114607,1.212991528,0.344623999,-0.319638749,0.236997635,-0.067519659,-0.111362318,0.111247051,-0.350004681,0.39921209,-0.126140797,0.084668064,,,
0.093560562,55.93099298,0.110785344,1.126365704,0.388880569,-0.319649231,0.243102003,-0.054460066,-0.121714815,0.106728409,-0.260805646,0.283078646,-0.123587976,0.050205702,,,
0.141767299,44.47411966,0.106642423,1.085115312,0.327717343,-0.271375562,0.249376546,-0.076299269,-0.113760039,0.105216711,-0.418248464,0.362703268,-0.086902182,0.065810587,,,
0.300704423,66.39729957,0.107446087,0.796491816,0.338631378,-0.269338797,0.241502217,-0.05472587,-0.123392991,0.11822468,-0.313768815,0.337102431,-0.097375221,0.071074162,,,
0.178721089,55.53180012,0.095801803,1.372703213,0.352243603,-0.259306412,0.236854494,-0.049888997,-0.10743611,0.134955186,-0.320133931,0.558586259,-0.132387539,0.128387737,,,
0.488697338,83.66895026,0.102183688,1.068560581,0.396858379,-0.220703731,0.25051021,-0.074272726,-0.105019366,0.118245383,-0.363299525,0.162303827,-0.041353408,0.129548014,,,
0.062576705,35.99411182,0.095314779,1.105671579,0.389666559,-0.260240352,0.238763619,-0.065345927,-0.128118984,0.104454313,-0.336824225,0.286294833,0.008418526,0.102714316,,,
0.513043521,46.93650631,0.07803966,1.079531703,0.32111631,-0.323583964,0.231042158,-0.069552934,-0.118084592,0.071846164,-0.227092923,0.129106816,-0.099446742,0.051261694,,,
0.375768363,52.65466415,0.080500903,1.0753053,0.407561863,-0.314769967,0.254518739,-0.062202824,-0.121744839,0.111660356,-0.256933127,0.262897292,-0.09811414,0.059393759,,,
0.072439111,47.06700819,0.065815222,1.199342284,0.373249834,-0.333974628,0.237762382,-0.054704912,-0.120151825,0.102019208,-0.331686495,0.407068976,-0.083728105,0.070845407,,,
0.26115438,81.5479107,0.091139386,1.069743915,0.398267199,-0.342656049,0.243438121,-0.043690703,-0.133834511,0.094599351,-0.429703668,0.407361707,-0.066569403,0.052765337,,,
0.201290795,30.80433569,0.096311236,0.842936698,0.39587632,-0.344983286,0.234499461,-0.057664909,-0.125088205,0.084371187,-0.27987886,0.493704675,-0.043471557,0.060119884,,,
0.268556986,66.40918518,0.108381445,0.827906183,0.362737375,-0.387622407,0.218459076,-0.061830083,-0.125845462,0.135225547,-0.319534839,0.479432044,-0.069117833,0.089374802,,,
0.509708372,49.57826737,0.085527355,0.955004827,0.386111356,-0.385263475,0.1983324,-0.057391985,-0.137481839,0.112289415,-0.341202066,0.462037648,-0.078644316,0.07740197,,,
0.36878981,32.20061,0.07985157,1.068683069,0.42262909,-0.405591625,0.209931527,-0.052723424,-0.126364607,0.130621086,-0.268393728,0.623470147,-0.032238684,0.074123156,,,
0.290338847,88.71619812,0.099422209,1.329089617,0.424227541,-0.373229472,0.198076021,-0.050915278,-0.131608292,0.118759696,-0.326028772,0.661817044,-0.075837639,0.050548645,,,
0.269443501,36.25589527,0.109717263,1.62397524,0.38972854,-0.394902512,0.194300139,-0.060029215,-0.11460769,0.105970496,-0.354378536,0.493425064,-0.077840639,0.095646739,,,
0.183103968,49.63723263,0.114647765,1.327494034,0.370950281,-0.43373798,0.196347966,-0.065619096,-0.086003531,0.099785899,-0.364860261,0.612739141,-0.067647899,0.107708836,,,
0.522078578,63.71271609,0.124547274,1.018439834,0.387481289,-0.399205992,0.180992205,-0.045370754,-0.094071072,0.09908485,-0.403237152,0.371605414,-0.037673254,0.069257902,,,
0.375384726,28.36631995,0.138989444,1.247566093,0.388120449,-0.447759276,0.216951082,-0.061476615,-0.098435172,0.10925818,-0.35261553,0.449765955,-0.081410241,0.106297652,,,
0.061638907,71.70601615,0.148133146,1.3254045,0.386534237,-0.450816501,0.234849665,-0.056095834,-0.100739674,0.111858045,-0.358598335,0.153152453,-0.001261665,0.086266278,,,
0.4272414,54.95658273,0.141053211,1.173459703,0.409250139,-0.459183433,0.223703329,-0.060396155,-0.123451542,0.112730845,-0.262950831,0.404483729,-0.067038167,0.090018391,,,
0.63388498,44.50153002,0.127821836,1.326028801,0.388892497,-0.472856296,0.234258685,-0.064551336,-0.110814872,0.125396906,-0.259920575,0.603789771,-0.09845959,0.073658293,,,
0.345353287,69.09456609,0.129128898,1.180442654,0.384177277,-0.484015539,0.225930064,-0.067031943,-0.127205285,0.137582638,-0.430329529,0.577083797,-0.08704588,0.075902871,,,
0.236398947,50.26039446,0.1363852,0.887586529,0.375412379,-0.498028589,0.230025878,-0.080879604,-0.10816862,0.119280397,-0.413970818,0.20132148,-0.082358892,0.08633184,,,
0.257429065,48.4946807,0.112570194,1.104767278,0.395671981,-0.549826466,0.217135232,-0.080191307,-0.105891129,0.098797956,-0.300925548,0.528080387,0.002488846,0.137613148,,,
0.25176742,51.30229904,0.102723388,1.428939796,0.335479283,-0.60742578,0.214793164,-0.084749066,-0.108081301,0.088280418,-0.348515503,0.475860445,-0.039122044,0.078022183,,,
0.169632083,54.13687495,0.113281936,1.307235592,0.403252275,-0.567334014,0.218519719,-0.072016518,-0.096600613,0.063546007,-0.337441338,0.655161829,-0.02360837,0.076962311,,,
0.102955428,43.77475314,0.110488842,0.904874012,0.36243489,-0.574461397,0.250567731,-0.08587206,-0.120537851,0.080050069,-0.387250654,0.170671188,-0.051739723,0.070432758,,,
0.202482909,53.93575753,0.116821039,1.045864339,0.378858374,-0.627805481,0.260028722,-0.044419521,-0.112100095,0.105325163,-0.278905622,0.38713382,-0.057340018,0.073261293,,,
0.521519257,72.55553075,0.127332065,1.012997893,0.370537725,-0.605298789,0.276983896,-0.07393871,-0.120584862,0.098682178,-0.396478705,0.32317947,-0.074156488,0.071767679,,,
0.310289643,71.3123174,0.14082967,1.209850984,0.405669806,-0.542905873,0.282380992,-0.070189108,-0.090898029,0.100379136,-0.421131359,0.399426981,-0.088001269,0.111186857,,,
0.112782265,75.46099525,0.149121923,1.308896028,0.41935136,-0.521588898,0.301453205,-0.068387736,-0.101624653,0.102822785,-0.333287927,0.559831625,-0.074441375,0.098189989,,,
0.344804956,48.09015263,0.148893676,1.699394859,0.415963427,-0.509558995,0.306173878,-0.06318543,-0.101491909,0.101424049,-0.323914489,0.480542027,-0.029681081,0.08151416,,,
0.049609444,63.94753195,0.150305103,1.543544591,0.378579009,-0.485147839,0.292194016,-0.061914314,-0.120447107,0.05999052,-0.419875606,0.495340295,-0.044522296,0.072761383,,,
0.159888694,53.31517203,0.15262903,1.053196295,0.411079937,-0.501417281,0.307745883,-0.056025483,-0.134524363,0.071866241,-0.410555682,0.458995315,-0.021782756,0.084855745,,,
0.100608429,73.00855755,0.147437465,1.105748841,0.416091698,-0.549873416,0.302896212,-0.038885037,-0.115172229,0.083880976,-0.441027672,0.447550122,-0.0319399,0.04653182,,,
0.070377681,82.41824147,0.144624254,0.986949422,0.400762117,-0.528251137,0.300545967,-0.075411393,-0.098599366,0.082993991,-0.360731596,0.457251425,-0.073311701,0.076660563,,,
0.093952543,43.14667109,0.141588455,1.339227209,0.363964961,-0.533991956,0.295959679,-0.075455281,-0.110648441,0.080049728,-0.293777109,0.454983976,-0.037937287,0.072806508,,,
0.132382309,60.88596022,0.134621921,1.1505744,0.382944824,-0.527580294,0.301958009,-0.076361976,-0.122936865,0.087309678,-0.352835858,0.320102018,-0.056674703,0.065343185,,,
0.121347944,86.79060155,0.140946119,1.38262379,0.397903899,-0.566477816,0.296207343,-0.077865354,-0.124079931,0.093484956,-0.351184412,0.399320637,-0.073784197,0.084656267,,,
0.160231155,67.98824623,0.121101493,1.358159088,0.366998271,-0.493497412,0.316948758,-0.046797207,-0.137054543,0.106953605,-0.299060914,0.557491941,-0.048371351,0.099527643,,,
0.048640227,61.97149959,0.127291076,1.105421166,0.387660343,-0.494116604,0.312131993,-0.063147988,-0.109824523,0.087530257,-0.362427195,0.41823006,-0.108516901,0.091134227,,,
0.643349469,73.80455937,0.12190398,1.028589472,0.357524768,-0.517933075,0.316779569,-0.070921336,-0.128171229,0.081632639,-0.332762779,0.57250871,-0.108123041,0.043929571,,,
0.356840141,100.615722,0.120670615,1.006939482,0.403352137,-0.560033637,0.327562416,-0.059882352,-0.124857196,0.105979981,-0.279785003,0.313598357,-0.035665957,0.061632148,,,
0.610717304,89.01847249,0.119788089,1.061397487,0.399575266,-0.57614743,0.363195804,-0.047768998,-0.142960073,0.092760231,-0.404430858,0.480841437,-0.027343461,0.052644133,,,
0.210651158,78.97612036,0.132059827,1.035172308,0.379015056,-0.543092464,0.36122446,-0.058339347,-0.135244067,0.084955985,-0.349521278,0.436817959,-0.085099621,0.054540036,,,
0.297730538,43.79634911,0.14579622,1.125793354,0.380030563,-0.558144456,0.359125533,-0.060257352,-0.125597842,0.095749665,-0.388690933,0.433492037,-0.078808284,0.080622358,,,
0.034078612,39.6436941,0.135914455,1.177618053,0.370742306,-0.554380339,0.374880516,-0.060704132,-0.134077617,0.09936326,-0.359942944,0.273017631,-0.095901417,0.07796611,,,
0.22987527,56.01759799,0.138355946,0.999702383,0.361310764,-0.56314918,0.36558159,-0.072624797,-0.13150187,0.076982507,-0.347038355,0.411851593,-0.118954128,0.051547088,,,
0.096451581,43.15987426,0.14520948,0.920774079,0.418833113,-0.526622918,0.373775194,-0.067827005,-0.122103991,0.097601499,-0.343422853,0.526089459,-0.038103297,0.038766571,,,
